Ticket Number,Agent,Priority,Subject,Tags,Conversation Summary
6406,101101147224.0,2,WG: AGCO GmbH - 3D Navigation Lagging,"Cintoo Cloud, 3D View ","Kris Atkinson If the customer is stating the slowness is not as apparent in Chrome. It is more appar | Hi Kris,  
   
   
   As John suggested, the best is to get access to the project, it allows you to  | Leo, Thank you appreciate the information.

I will get the dev team access to the projects to take | contacted customer to request additional permissions to add support team to projects. out of office  | Kris Atkinson Also another suggestion ask the customer to open the ticket with the information they  | understood, customer is currently out of office until next week, if there a workaround for me to be  | When the customer wants assistance have him open a ticket at support@cintoo.com this will generate t | @john, understood. I have requested the customer to do this and is should come in shortly to be merg | John Tapia this should be merged with ticket #6406 | Kris, do you have access to a customer project for investigation? | Hey Leo, yes you should have been added to these earlier today they are called      - etractor line  | Tickets with IDs 6380 is merged into this ticket. | Merged from ticket 6380  
      Subject: 3D Navigation Noticeable Lagging  
      Description:  
 He | @Kris, here's my insights on this:  1. For the 3D View or Orthoview Map where there's models in addi | Leonardo Hidd Fonteles It seemed to run without much issue on my side, I guess I maybe a little more | Guillaume, your thoughts about this? | Hi Tim,     thanks for your patience on trying to identify the lagging you are seeing when loading y | The navigation map is not loaded yet for the user on some of his video! To generate the nav map, thi | Hi Kris,

I shared a new Screenrecording that includes the Windows Task Manager.
Hope this helps  | Leonardo Hidd Fonteles Guillaume Hercod customer has recorded a video with the task manager running  | Hi Tim,      Thanks for the additional video.      Yes of course, let me look to put something in th | Meeting invitation link for Tuesday 14th May at 1.30pm (CET)     ___________________________________ | At first glance on the video ; the client seem to have a pretty igpu usage even before the navigatio | Thank you Guillaume Hercod appreciate the input on this. I have arranged a session for later day at  | Aside from asking if they could try to free some of their computer resources before going into a vis | Hi Tim / Dominik,     thank you for your time this afternoon. I hope you found the information we pr | Hi Kris,

Thank you for your message.
Unfortunately we are not able to watch your screenrecording | Hi Tim,    yes certainly those are uploaded and should be available now.        Regards     Kris ATK | Kris Atkinson Just confirming I am not experiencing any slower than normal loading issues when testi"
6405,101021676710.0,2,Blind Spot,Cintoo Connect,"Sorry forgot the attachments



 | Hi Raksapadjar,  
   
   
   Any chance you could share one of these E57 files for investigation (we | Hi,
Thanks for your email .
Im taking days off until 3rd of June,  will have limited access to ema | Omar, to watch please | Hi Leonardo,

Many thanks for swift response. Unfortunately, the contractor (I have removed Him fr | Forgot to answer this one, They are using Leica RTC 360 Scanner and Leica Cyclone for registration & | Leonardo Hidd Fonteles Omar Zerhouni I am checking back on this ticket to see where you are at with  | Hi Raksapadjar, 
   
   
    
   
   
   Thank you for these info. Have you encountered this issue a | @John, let's see if the customer reply back to us with some data. With no news or no data from to te | Hi Leonardo,

The Contractor has solved the issues. They redo the data processing. We are lucky th | Hi Raksapadjar,  
   
   
   Great, glad to hear that!
   
   
    
   
   
   Best regards,
   
   "
6404,101037953612.0,2,FW: Your receipt from Cintoo US Inc. #2084-3454,Billing,"Hi Simon,     Monthly Plan canceled June,13 2024 :    Orion  & Folllow up Sales updated :    Best Re"
6403,101095952863.0,2,Inquiry Regarding User Management APIs,Cintoo API,"@Tania, any insights on this that we can share with the customer? | Hi Ajit,  
   
   
   The API team has been working on this matter recently, let me check with the p | Hi Leo,  Today the endpoints we have are:  1. List users https://us.cintoo.cloud/api#tag/User/operat | Great, thanks Tania :) | Ajit,  
   
   
   Info from our product owner for the web API:
   
   
    
   
   
   Today the en | Leonardo,
Thank you for promptly providing the information regarding the User Management APIs. It's"
6400,101037953612.0,2,RE: Toyota North America sent a new Purchase Order 4513782552,Billing,
6399,101037953612.0,2,FW: Remittance Advice Note from Rivian - 05/09/2024,Billing,Cecile Thil Do we need to keep this open 
6398,101021676710.0,2,Combine Accounts for Bergmann (Colliers),"Account, IMPL-360","Leonardo Hidd Fonteles Martial Marchesseau Tania Samusina Let me know if there is any additional inf | Hi Nick,  
   
   
   We can maybe move the plan from one account to the other, to be checked.
   
  | @Tania, to check with the backend and DevOps teams if it is possible to just change the plan from on | Hi,  the request is not very obvious, Thomas Corvazier is checking if it's possible and will let you | Tania Samusina yes it should be possible, we have done similar action 2 months ago with Strabag [SRE | Jira issue status changed to Selected -(Thomas Corvazier) added this comment | Jira issue status changed to In Progress -(Thomas Corvazier) added this comment | Tania Samusina Thomas Corvazier A few questions to confirm:     - Will Users, Groups, and Roles from | Nicholas Czarnick our script checks groups and roles already, if they exist in the target account wi | Thomas Corvazier Sounds good. Yes please execute this tomorrow (Wednesday) 9am CEST. | Jira issue status changed to In Review -(Thomas Corvazier) added this comment | Nicholas Czarnick I just moved the subscription: | Thomas Corvazier looks good, thanks! | Jira issue status changed to Closed -(Thomas Corvazier) added this comment | Thomas Corvazier The customer is asking if we are able to verify who was assigned as Administrators  | Nicholas Czarnick from what I see, both dwahl@bergmannpc.com and john.gray@collierseng.com were admi | Thomas Corvazier Thanks, just to clarify, you are not able to see who were the Admins under dwahl@be | Nicholas Czarnick sorry I looked at the wrong account  In dwahl@bergmannpc.com's account, on May the | Thomas Corvazier Something isn't right here. There were over 300 active projects under dwahl@bergman | Nicholas Czarnick ok I misunderstood, the value you see in redash actually is different than project | Thomas Corvazier Ok thanks!"
6395,101037953612.0,2,FW: Invoice,Billing,"Simon Shaw      Hello,     Invoice sent  Follow-up sales updated   Orion to be adjusted on May 22, 2"
6394,101026576803.0,2,RE: Informaciones Cintoo / Bureau Veritas España,,"Buenos dias Ferando,     Por el momento no tenemos integración directa con SAP, pero está en los pla | Leonardo Hidd Fonteles Victor Ruiz Hi Leo, who can check the 2024 roadmap regarding SAP integration? | Given the unique requirements of each SAP integration, my strategy will be to approach them with a c | @João, let's go as Victor suggests, I let you guys make the discovery call with the prospects | Perfecto Joao,

Si nos puedes enviar, revisamos.

Muchas gracias

Enviado desde Outlook para A | John Tapia We will handle this with Victor RUIZ outside the support side."
6390,101037953612.0,2,FW: Separate Remittance Advice,,thanks Rob
6388,101037953612.0,2,FW: Aker Solutions PO Award: AOP-MR-1277,Billing,"Simon Shaw      Hello,     Invoice sent.  Follow-up sales adjusted  This customer should be normally"
6386,101101504573.0,2,Plugin de Cintoo para Revit,"Autodesk Construction Cloud, Cintoo Cloud, BIM360 Interoperability","Lucas Chamberlaim Please follow up with Lisandro, he may be confusing our Autodesk Construction Clou | Hola Lisandro, ¿Cómo estás?  Lisandro, lo que pasa es que no existe el complemento Cintoo Platform p"
6383,101037953612.0,2,Fwd: Please confirm bank address for wire payment,Billing,"Hi Rob,     Jason has already confirmed our bank details. I'm closing this ticket  Cheers,     Carol"
6381,101021676710.0,2,Naming Change in Member,"Cintoo Cloud, Account","Hi Trevor,  
   
   
   Only the user itself can edit its personal information (name, totale, compan | Thanks Leonardo. I will follow up with the user to confirm. Thanks for the prompt response.

Cheer"
6380,101053189816.0,1,3D Navigation Noticeable Lagging,"Performance, Cintoo Cloud",This ticket is closed and merged into ticket 6406
6379,101095952946.0,2,Comparison tool losing model,AEC-6156,"Hi Jack,  
   
   
   When you say you update the model, is that a version update from ACC/BIM360? W | Hi Leonardo,

Model is done by someone else. I put comments on Cintoo as annotations and they fix  | Thank you Jack for the info, will escalate this to the web app team for investigation. We get back t | @Martial, to you for investigation, please  | Technical context:  * when one updates a model on Cintoo, under the hood the original file is marked | Jira issue opened [AEC-6156] Update a model used inside an annotation - Jira (atlassian.net)  | Jira issue status changed to Write Spec -(Martial Marchesseau) added this comment | Jira issue status changed to QA Spec -(Martial Marchesseau) added this comment | Jira issue status changed to Dev Review -(Mathieu Notheber) added this comment | Hi Jack,  
   
   
   Here's the feedback from the product owner:
   
   
    
   
   
   Technical  | @Martial, thank you for the precise feedback. Even though this was not identified back when we creat | Jira issue status changed to Ready -(Jerome Allasia) added this comment | > when we add new files (scans or other models) after the annotation has been created, these new fil | Jira issue status changed to In Progress -(Automation for Jira) added this comment | Jira issue status changed to Code Review -(Automation for Jira) added this comment | Jira issue status changed to QA Validation -(Laurent Llorca) added this comment | Jira issue status changed to To be Integrated -(Mathieu Notheber) added this comment | Jira issue status changed to In Dev -(Automation for Jira) added this comment | Jira issue status changed to Validated -(Mathieu Notheber) added this comment | Jira issue status changed to Closed -(Cintoo Bot) added this comment | Fix is now in prod and will affect only annotations created from now to link to the model even after"
6378,101037953612.0,2,Cancellation of Account,Billing,@adam.box@cintoo.com     Subscription cancelled  Follow-up sales & Orion updated
6376,101021676705.0,2,Change Account Owner Email Address,Account,Salomon Mayengue Adding you guys to the ticket  | John Tapia the email has been updated | Nicholas Czarnick Salmon says email changed completed  | Salomon Mayengue Thanks!
6375,101021676703.0,2,Owner Permissions,"shared url, Cintoo Cloud, Users and Permissions","Hi Jesse,    User information such as first name, last name, company, and title can only be directly"
